Feature Id	Gene Symbol	Uni Gene Id	Gene Id	Accession Id	Ref Seq Protein Id	Ref Seq Transcript Id
225141_at	NFATC3					
225140_at	KLF3					
225139_at	NFATC3					
225138_at	ZRANB1					
225137_at	NFATC3					
225136_at	PLEKHA2					
225135_at	SIN3A					
225134_at	SPRYD3					
225133_at	KLF3					
225132_at	FBXL3					
225131_at	ZRANB1					
225130_at	ZRANB1					
225129_at	CPNE2					
225128_at	KDELC2					
225127_at	TMEM181					
225126_at	MRRF					
225125_at	MMGT1					
225124_at	PPP1R9B					
225123_at	SESN3					
225122_at	RNF31					
225121_at	TBC1D23					
225119_at	CHMP4B					
225118_at	KMT5A					
225117_at	KANSL1					
225116_at	HIPK2					
225115_at	HIPK2					
225114_at	AGPS					
225113_at	AGPS					
225112_at	ABI2					
225111_s_at	NAPB					
225110_at	OGFOD1					
225109_at	OGFOD1					
225108_at	AGPS					
225107_at	HNRNPA2B1					
225106_s_at	OGFOD1					
225105_at	C12orf75					
225104_at	ZNF598					
225103_at	MRPL38					
225102_at	MGLL					
225101_s_at	SNX14					
225100_at	FBXO45					
225099_at	FBXO45					
225098_at	ABI2					
225097_at	HIPK2					
225522_at	AAK1					
225521_at	ANAPC7					
225519_at	PPP4R2					
225518_x_at	MTHFD1L					
225517_at	ZNF770					
225516_at	SLC7A2					
225514_at	NOP9					
225513_at	SCRN2					
225512_at	ZBTB38					
225511_at	GPRC5B					
225510_at	OAF					
225509_at	SAP30L					
225508_at	KIAA1468					
225507_at	PNISR					
225506_at	KIAA1468					
225505_s_at	PCED1A					
225504_at	HMBOX1					
225503_at	DHRSX					
225502_at	DOCK8					
225501_at	PHF6					
225500_x_at	SCAF1					
225499_at	RALGAPA2					
225498_at	CHMP4B					
225497_at	ATE1					
225496_s_at	SYTL2					
225495_x_at	GADD45GIP1					
225494_at	DYNLL2					
225493_at	CCNT1					
225492_at	TMEM33					
225491_at	SLC1A2					
225490_at	ARID2					
225489_at	TMEM18					
225488_at	DERL1					
225487_at	TMEM18					
225486_at	ARID2					
225485_at	CEP41					
225484_at	CEP41					
225483_at	VPS26B					
225482_at	KIF1A					
225481_at	FRMD6					
225480_at	C1orf122					
225479_at	LRRC58					
225478_at	MFHAS1					
225477_s_at	NR2C2					
225476_at	GPANK1					
225475_at	MIER1					
225474_at	MAGI1					
225473_at	SOGA1					
225472_at	GPANK1					
225471_s_at	AKT2					
225470_at	NUP35					
225469_at	ETFRF1					
225468_at	PATL1					
225467_s_at	RDH13					
225466_at	PATL1					
225465_at	MAGI1					
225464_at	FRMD6					
225462_at	TMEM128					
225461_at	EHMT1					
225460_at	SEC22C					
225459_at	AMOTL1					
225458_at	PP7080					
225456_at	MED1					
225455_at	TADA1					
225454_at	CCDC124					
225453_x_at	CCDC124					
225452_at	MED1					
225451_at	GRIPAP1					
225450_at	AMOTL1					
225449_at	RDH13					
225448_at	NAPG					
225447_at	GPD2					
225446_at	BRWD1					
225096_at	COPRS					
225095_at	SPTLC2					
225094_at	KMT5A					
225093_at	UTRN					
225091_at	ZCCHC3					
225089_at	USP40					
225088_at	FOPNL					
225087_at	FOPNL					
225086_at	FAM98B					
225085_at	USP40					
225084_at	EXOC5					
225083_at	GTF3C6					
225082_at	CPSF3					
225081_s_at	CDCA7L					
225080_at	MYO1C					
225079_at	EMP2					
225078_at	EMP2					
225077_at	CHD2					
225076_s_at	ZNFX1					
225075_at	PDRG1					
225074_at	RAB2B					
225073_at	PPHLN1					
225072_at	ZCCHC3					
225071_at	NUS1					
225070_at	NUS1					
225069_at	PCYT1A					
225068_at	KLHL12					
225067_at	ULK3					
225066_at	PPP2R2D					
225064_at	RABEP1					
225063_at	UBL7					
225061_at	DNAJA4					
225060_at	LRP11					
225059_at	AGTRAP					
225057_at	SLC15A4					
225056_at	SIPA1L2					
225055_at	LINC00674					
225054_x_at	LINC00674					
225053_at	CNOT7					
225052_at	TMEM203					
225051_at	EPB41					
225050_at	ZNF512					
225049_at	BLOC1S2					
225048_at	PHF10					
225047_at	NUP58					
225045_at	CCDC88A					
225044_at	NT5C3B					
225043_at	SLC15A4					
225042_s_at	CSRNP2					
225041_at	MPHOSPH8					
225040_s_at	RPE					
225039_at	RPE					
225038_s_at	SURF6					
225037_at	SLC35C2					
225036_at	TOMM5					
225034_at	ST3GAL1					
225033_at	ST3GAL1					
225032_at	FNDC3B					
225031_at	CHD6					
225030_at	BOD1					
225029_at	LINC01420					
225028_at	LINC01420					
225026_at	CHD6					
225025_at	IGSF8					
225024_at	RPRD1B					
225023_at	GOPC					
225022_at	GOPC					
225021_at	ZNF532					
225020_at	DAB2IP					
225019_at	CAMK2D					
225018_at	SPIRE1					
225017_at	CCDC14					
225016_at	APCDD1					
225015_s_at	STK40					
225014_at	SMIM20					
225012_at	HDLBP					
225011_at	PRKAR2A					
225010_at	CCDC6					
225009_at	CMTM4					
225008_at	ASPH					
225007_at	G3BP1					
225006_x_at	NELFCD					
225005_at	PHF13					
225004_at	TMEM101					
225003_at	TMEM205					
225002_s_at	SUMF2					
225001_at	RAB3D					
225000_at	PRKAR2A					
224999_at	EGFR					
224998_at	CMTM4					
224996_at	ASPH					
224995_at	SPIRE1					
224994_at	CAMK2D					
224993_at	MLLT1					
224992_s_at	CMIP					
224991_at	CMIP					
224990_at	SMIM14					
224989_at	SMIM14					
224988_at	C6orf89					
224987_at	C6orf89					
224986_s_at	PDPK1					
224985_at	NRAS					
224984_at	NFAT5					
224983_at	SCARB2					
224982_at	AKT1S1					
224981_at	TMEM219					
224980_at	LEMD2					
224979_s_at	USP36					
224978_s_at	USP36					
224977_at	C6orf89					
224976_at	NFIA					
224975_at	NFIA					
224974_at	SUDS3					
224973_at	FAM46A					
224972_at	ROMO1					
224971_at	MRPL30					
224970_at	NFIA					
224969_at	ATXN7L3					
224968_at	CFAP36					
224967_at	UGCG					
224966_s_at	DUS3L					
224965_at	GNG2					
224964_s_at	GNG2					
224963_at	SLC26A2					
224962_at	C9orf69					
224961_at	SCYL2					
224960_at	SCYL2					
224959_at	SLC26A2					
224958_at	NUFIP2					
224956_at	NUFIP2					
224955_at	TEAD1					
224953_at	YIPF5					
224952_at	TANC2					
224951_at	CERS5					
224950_at	PTGFRN					
224864_at	SRA1					
224863_at	GNAQ					
224862_at	GNAQ					
224861_at	GNAQ					
224860_at	TMEM261					
224859_at	CD276					
224858_at	ZDHHC5					
224857_s_at	POLR1D					
224856_at	FKBP5					
224854_s_at	SLAIN2					
224853_at	SLAIN2					
224852_at	TTC17					
224851_at	CDK6					
224850_at	ATAD1					
224849_at	TTC17					
224848_at	CDK6					
224847_at	CDK6					
224846_at	SHKBP1					
224845_s_at	SLAIN2					
224844_at	SLAIN2					
224843_at	SLAIN2					
224840_at	FKBP5					
224839_s_at	GPT2					
224838_at	FOXP1					
224837_at	FOXP1					
224836_at	TP53INP2					
224835_at	GPCPD1					
224834_at	UBTD2					
224833_at	ETS1					
224832_at	DUSP16					
224831_at	CPEB4					
224830_at	NUDT21					
224829_at	CPEB4					
224828_at	CPEB4					
224827_at	UBTD2					
224826_at	GPCPD1					
224825_at	DNTTIP1					
224824_at	COX20					
224823_at	MYLK					
224822_at	DLC1					
224821_at	ABHD14B					
224820_at	COX20					
224819_at	TCEAL8					
224818_at	SORT1					
224817_at	SH3PXD2A					
224816_at	GET4					
224815_at	COMMD7					
224814_at	DPP7					
224813_at	WASL					
224812_at	HIBADH					
224811_at	LPP					
224810_s_at	ANKRD13A					
224809_x_at	TINF2					
224808_s_at	GET4					
224807_at	GRAMD1A					
224806_at	TRIM25					
224805_s_at	FAM219B					
224804_s_at	FAM219B					
224802_at	NDFIP2					
224801_at	NDFIP2					
224800_at	WDFY1					
224799_at	NDFIP2					
224798_s_at	FAM219B					
224797_at	ARRDC3					
224796_at	ASAP1					
224794_s_at	CERCAM					
224793_s_at	TGFBR1					
224792_at	TNKS1BP1					
224791_at	ASAP1					
224790_at	ASAP1					
224789_at	DCAF12					
224788_at	ARF6					
224787_s_at	RAB18					
224786_at	SCOC					
224785_at	UBALD2					
224784_at	MLLT6					
224783_at	UBALD2					
224782_at	ZMAT2					
224781_s_at	RBM17					
224780_at	RBM17					
224779_s_at	FAM96A					
225217_s_at	BRPF3					
225216_at	FAM199X					
225215_s_at	MTRF1L					
225214_at	LOC100129034					
225213_at	PPTC7					
225212_at	SLC25A25					
225211_at	NECTIN1					
225210_s_at	FAM103A1					
225209_s_at	UBE2J2					
225208_s_at	FAM103A1					
225207_at	PDK4					
225206_s_at	MTRF1L					
225205_at	KIF3B					
225204_at	PPTC7					
225203_at	PPP1R16A					
225202_at	RHOBTB3					
225201_s_at	MRPL14					
225200_at	DPH3					
225198_at	VAPA					
225196_s_at	MRPS26					
225195_at	DPH3					
225194_at	PLRG1					
225193_at	CCAR2					
225192_at	CACUL1					
225191_at	CIRBP					
225190_x_at	RPL35A					
225189_s_at	RAPH1					
225188_at	RAPH1					
225187_at	CCAR2					
225186_at	RAPH1					
225185_at	MRAS					
225184_at	ARID1B					
225183_at	C16orf72					
225182_at	TMEM50B					
225181_at	ARID1B					
225180_at	TTC14					
224778_s_at	TAOK1					
224777_s_at	PAFAH1B2					
224776_at	GPAT4					
224775_at	IWS1					
224774_s_at	NAV1					
224773_at	NAV1					
224772_at	NAV1					
224771_at	NAV1					
224770_s_at	NAV1					
224769_at	TAOK1					
224768_at	IWS1					
224765_at	MSL1					
224764_at	ARHGAP21					
224762_at	SERINC2					
224761_at	GNA13					
224760_at	SP1					
224759_s_at	TMEM263					
224758_at	C7orf73					
224756_s_at	ABHD16A					
224755_at	TM9SF3					
224754_at	SP1					
224753_at	CDCA5					
224752_at	C7orf73					
224751_at	C7orf73					
224750_at	RNF185					
224749_at	FAM234A					
224748_at	DCAF7					
224747_at	UBE2Q2					
224746_at	KIAA1522					
224745_x_at	OTUD5					
224744_at	IMPAD1					
224743_at	IMPAD1					
224742_at	ABHD12					
224740_at	SMIM15					
224739_at	PIM3					
224738_x_at	RPL7L1					
224737_x_at	CCAR1					
224736_at	CCAR1					
224735_at	CYB561A3					
224734_at	HMGB1					
224733_at	CMTM3					
224732_at	CHTF8					
224731_at	HMGB1					
224730_at	DCAF7					
224729_s_at	ATPAF1					
224728_at	ATPAF1					
224727_at	EMC10					
224726_at	MIB1					
224725_at	MIB1					
224724_at	SULF2					
224723_x_at	LINC00998					
224722_at	MIB1					
224721_at	WDR75					
224720_at	MIB1					
224719_s_at	C12orf57					
224718_at	YY1					
224717_s_at	SMIM7					
224715_at	WDR34					
224714_at	NIFK					
224713_at	NIFK					
224712_x_at	SMIM7					
224711_at	YY1					
224709_s_at	CDC42SE2					
224708_at	KIAA2013					
224707_at	CYSTM1					
224705_s_at	TNRC6A					
224704_at	TNRC6A					
224703_at	DCAF5					
224702_at	TMEM167A					
224701_at	PARP14					
224700_at	STT3B					
224699_s_at	ESYT2					
224698_at	ESYT2					
224697_at	DCAF5					
224696_s_at	DCAF5					
224695_at	CNOT11					
224694_at	ANTXR1					
224693_at	FAM210B					
224692_at	PPP1R15B					
224691_at	UHMK1					
224690_at	FAM210B					
224689_at	MANBAL					
224688_at	TMEM248					
224687_at	ANKIB1					
224686_x_at	LRRC37A2					
224685_at	AFDN					
224684_at	SNX12					
224683_at	FBXO18					
224682_at	ANKIB1					
224681_at	GNA12					
224680_at	TMED4					
224679_at	MESDC2					
224678_at	RALGAPB					
224677_x_at	SELENOH					
224676_at	TMED4					
224675_at	MESDC2					
224674_at	TTYH3					
224673_at	LENG8					
224672_x_at	MESDC2					
224671_at	MRPL10					
224670_at	SYS1					
224669_at	SYS1					
224668_at	SYS1					
224667_x_at	ANAPC16					
224666_at	NSMCE1					
224665_at	ANAPC16					
224664_at	ANAPC16					
224663_s_at	CFL2					
224662_at	KIF5B					
224659_at	SELENON					
224658_x_at	PACS1					
224657_at	ERRFI1					
224655_at	AK3					
224654_at	DDX21					
224653_at	EIF4EBP2					
224652_at	CCNY					
224651_at	CCNY					
224650_at	MAL2					
224649_x_at	CCNY					
224648_at	GPBP1					
224647_at	CCNY					
224645_at	EIF4EBP2					
224644_at	FGD5-AS1					
224643_at	PRRC1					
224642_at	FYTTD1					
224641_at	FYTTD1					
224640_at	SPPL3					
224639_at	SPPL3					
224638_at	SPPL3					
224637_at	OST4					
224635_s_at	BIRC6					
224634_at	GPATCH4					
224633_s_at	GPATCH4					
224632_at	GPATCH4					
224630_at	ERLEC1					
224595_at	SLC44A1					
224594_x_at	ACTB					
224593_at	ZNF664					
224592_x_at	HP1BP3					
224591_at	HP1BP3					
224590_at	XIST					
224589_at	XIST					
224588_at	XIST					
224587_at	SUB1					
224586_x_at	SUB1					
224584_at	TMEM230					
224583_at	COTL1					
224582_s_at	NUCKS1					
224581_s_at	NUCKS1					
224580_at	SLC38A1					
224579_at	SLC38A1					
224578_at	RCC2					
224577_at	ERGIC1					
224576_at	ERGIC1					
224575_at	BRK1					
224572_s_at	IRF2BP2					
224571_at	IRF2BP2					
224570_s_at	IRF2BP2					
224569_s_at	IRF2BP2					
224568_x_at	MALAT1					
224567_x_at	MALAT1					
224564_s_at	RTN3					
224563_at	WASF2					
224562_at	WASF2					
224561_s_at	MORF4L1					
224560_at	TIMP2					
224559_at	MALAT1					
224558_s_at	MALAT1					
224557_x_at	P2RX2					
224556_s_at	LHX6					
224555_x_at	IL37					
224554_at	GHSR					
224553_s_at	TNFRSF18					
224552_s_at	KCNK4					
224551_s_at	SPTBN4					
224550_s_at	MRVI1					
224548_at	HES7					
224543_at	SVEP1					
224542_s_at	NFATC2					
224540_at	LACRT					
224539_s_at	PCDHAC2					
224538_s_at	PARD6G					
224537_at	PCDHGC5					
224535_s_at	MRPL57					
224534_at	KREMEN1					
224532_at	USP26					
224531_at	GPR61					
224530_s_at	KCNIP4					
224529_s_at	NT5C1A					
224528_s_at	KCNIP2					
224527_at	CDH23					
224526_at	LOC100132319					
224525_s_at	OLA1					
224523_s_at	CMSS1					
224522_s_at	DCAKD					
224521_s_at	CCDC77					
224520_s_at	BEST3					
224519_at	LOC100132167					
224518_s_at	ZNF559					
224517_at	POLR2J4					
224516_s_at	CXXC5					
224514_x_at	IL17RC					
224513_s_at	UBQLN4					
224512_s_at	NAA38					
224511_s_at	TXNDC17					
224510_s_at	CLPB					
224509_s_at	RTN4IP1					
224508_at	MGC12916					
224507_s_at	MGC12916					
224506_s_at	PLPP7					
224505_s_at	PLCD4					
224504_s_at	BUD13					
224503_s_at	ZCCHC2					
224502_s_at	KIAA1191					
224501_at	PERM1					
224500_s_at	MON1A					
224949_at	YIPF5					
224947_at	RNF26					
224946_s_at	CCDC115					
224945_at	BTBD7					
224944_at	TMPO					
224943_at	BTBD7					
224942_at	PAPPA					
224941_at	PAPPA					
224940_s_at	PAPPA					
224939_at	NUFIP2					
224938_at	NUFIP2					
224937_at	PTGFRN					
224936_at	EIF2S3					
224935_at	EIF2S3					
224934_at	YIPF5					
224933_s_at	JMJD1C					
224932_at	CHCHD10					
224931_at	SLC41A3					
224929_at	TMEM173					
224928_at	SETD7					
224927_at	PPP1R18					
224926_at	EXOC4					
224925_at	PREX1					
224924_at	TTC7A					
224923_at	TTC7A					
224922_at	CSNK2A2					
224921_at	SCAMP2					
224920_x_at	MYADM					
224919_at	MRPS6					
224918_x_at	MGST1					
224916_at	TMEM173					
224915_x_at	ZFAS1					
224914_s_at	SARNP					
224913_s_at	TIMM50					
224912_at	TTC7A					
224911_s_at	DCBLD2					
224910_at	CARHSP1					
224909_s_at	PREX1					
224908_s_at	TTL					
224907_s_at	SH3GLB2					
224906_at	ANO6					
224905_at	WDR26					
224904_at	PDPR					
224903_at	UTP4					
224902_at	PDPR					
224901_at	SCD5					
224900_at	ANKFY1					
224899_s_at	MAGT1					
224898_at	WDR26					
224897_at	WDR26					
224896_s_at	TTL					
224895_at	YAP1					
224894_at	YAP1					
224893_at	ATL3					
224892_at	BLOC1S6					
224891_at	FOXO3					
224890_s_at	LAMTOR4					
224889_at	FOXO3					
224888_at	SELENOI					
224887_at	GNPTG					
224886_at	JMJD8					
224885_s_at	KRTCAP2					
224884_at	AKAP13					
224883_at	BLOC1S6					
224882_at	ACSS1					
224881_at	VKORC1L1					
224880_at	RALA					
224879_at	TMEM261					
224878_at	UBFD1					
224877_s_at	MRPS5					
224876_at	C5orf24					
224875_at	C5orf24					
224874_at	POLR1D					
224873_s_at	MRPS25					
224872_at	DIP2B					
224871_at	TPRG1L					
224870_at	DANCR					
224869_s_at	MRPS25					
224868_at	ZDHHC5					
224867_at	MINOS1					
224866_at	FAR1					
224865_at	FAR1					
224499_s_at	AICDA					
224498_x_at	AXIN2					
224497_x_at	HSD17B14					
224496_s_at	TMEM107					
224495_at	TMEM107					
224494_x_at	HSD17B14					
224493_x_at	TMEM241					
224492_s_at	ZNF627					
224491_at	APOL4					
224488_s_at	SPON1					
224486_s_at	C15orf41					
224485_s_at	SLC30A2					
224484_s_at	BRMS1L					
224483_s_at	MFSD9					
224482_s_at	RAB11FIP4					
224481_s_at	HECTD1					
224480_s_at	GPAT3					
224479_s_at	MRPL45					
224478_s_at	C7orf50					
224477_s_at	NUDT16L1					
224476_s_at	MESP1					
224474_x_at	PPP4R3B					
224473_x_at	LZTS2					
224472_x_at	SDF4					
224471_s_at	BTRC					
224470_at	SEC22C					
224469_s_at	INF2					
224467_s_at	PDCD2L					
224466_s_at	MAFG					
224465_s_at	PYM1					
224464_s_at	NUDT22					
224463_s_at	C11orf70					
224462_s_at	CHCHD6					
224461_s_at	AIFM2					
224460_s_at	L2HGDH					
224459_at	L2HGDH					
224458_at	TMEM246					
224457_at	FOXD2-AS1					
224456_s_at	FOXD2-AS1					
224455_s_at	ADPGK					
224454_at	ETNK1					
224453_s_at	ETNK1					
224452_s_at	FAM220A					
224451_x_at	ARHGAP9					
224450_s_at	RIOK1					
224447_s_at	MIEN1					
224446_at	LLPH					
224445_s_at	ZFYVE21					
224444_s_at	LINC00467					
224443_at	LINC00467					
224442_at	PHF6					
224441_s_at	USP45					
224439_x_at	RNF7					
224437_s_at	VTA1					
224436_s_at	NIPSNAP3A					
224435_at	FAM213A					
224434_s_at	WDR83					
224433_s_at	DDX54					
224432_at	SH3GLB2					
224431_s_at	KMT5C					
224430_s_at	MTO1					
224428_s_at	CDCA7					
224427_s_at	PAPOLG					
224425_x_at	ACTR3BP2					
224423_x_at	PMCHL2					
224422_x_at	PMCHL2					
224421_x_at	PMCHL1					
224419_x_at	PMCHL1					
224418_x_at	PMCHL1					
224416_s_at	MED28					
224415_s_at	HINT2					
224414_s_at	CARD6					
224413_s_at	TM2D2					
224412_s_at	TRPM6					
224411_at	PLA2G12B					
224410_s_at	LMBR1					
224409_s_at	TSSK6					
224408_at	MCHR2					
224407_s_at	STK26					
224406_s_at	FCRL5					
224405_at	FCRL5					
224404_s_at	FCRL5					
224403_at	FCRL4					
224402_s_at	FCRL4					
224401_s_at	FCRL4					
224400_s_at	CHST9					
224399_at	PDCD1LG2					
224397_s_at	TMTC1					
224396_s_at	ASPN					
224395_s_at	RNF7					
224394_at	RNF7					
224393_s_at	CECR6					
224392_s_at	OPN3					
224391_s_at	SIAE					
224390_s_at	RGS8					
224389_s_at	COL25A1					
224388_s_at	COL25A1					
224387_at	COMMD5					
224385_s_at	MOV10L1					
224384_s_at	RNF17					
224383_at	RNF17					
224380_s_at	TAF7L					
224379_at	FTHL17					
224378_x_at	MAP1LC3A					
224377_s_at	RAB18					
224374_s_at	EMILIN2					
224373_s_at	ND4					
224372_at	ND4					
224371_at	ADAMTSL1					
224370_s_at	CAPS2					
224369_s_at	FBXO38					
224368_s_at	NDRG3					
224367_at	BEX2					
224366_s_at	REPS1					
224365_s_at	TIGD7					
224364_s_at	PPIL3					
224362_at	LOC100128922					
224361_s_at	IL17RB					
224360_s_at	PACSIN1					
224359_s_at	HOOK3					
224358_s_at	MS4A7					
224357_s_at	MS4A4A					
224356_x_at	MS4A6A					
224355_s_at	MS4A8					
224352_s_at	CFL2					
224351_at	LOC100131508					
224348_s_at	HOTS					
224347_x_at	UBE2J2					
224345_x_at	FAM162A					
224344_at	COX6A1					
224343_x_at	YME1L1					
224342_x_at	BMS1P20					
224341_x_at	TLR4					
224339_s_at	ANGPTL1					
224338_s_at	RNF26					
224263_x_at	ZAN					
224262_at	IL1F10					
224259_at	WNT8A					
224258_at	DBIL5P2					
224257_s_at	PBOV1					
224256_at	LOC100129449					
224253_at	EXOC5					
224252_s_at	FXYD5					
224251_at	CFAP43					
224250_s_at	SECISBP2					
224248_x_at	FAM192A					
224247_s_at	MRPS10					
224245_at	INGX					
224244_s_at	APOA5					
224243_at	APOA5					
224242_at	GALP					
224240_s_at	CCL28					
224233_s_at	MSTO1					
224232_s_at	PRELID1					
224231_at	PRO0471					
224230_at	IL36B					
224229_s_at	AKT3					
224228_s_at	PRDM7					
224227_s_at	BDP1					
224226_at	PKD2L2					
224225_s_at	ETV7					
224224_s_at	PDE11A					
224223_s_at	PDE11A					
224221_s_at	VAV3					
224220_x_at	TRPC4					
224219_s_at	TRPC4					
224218_s_at	TRPS1					
224217_s_at	FAF1					
224215_s_at	DLL1					
224211_at	FOXP3					
224210_s_at	PXMP4					
224209_s_at	GDA					
224208_at	PLEKHA8					
224207_x_at	MMP28					
224206_x_at	MYNN					
224204_x_at	ARNTL2					
224203_at	SUFU					
224202_at	SUFU					
224201_s_at	SUFU					
224200_s_at	RAD18					
224199_at	DKK2					
224198_at	CELA1					
224197_s_at	C1QTNF1					
224196_x_at	DPH5					
224195_at	TTTY12					
224194_at	FCRL2					
224193_s_at	FCRL2					
224192_at	FCRL2					
224191_x_at	ROPN1					
224190_x_at	NOD1					
224189_x_at	EHF					
224188_s_at	XPNPEP3					
224186_s_at	RNF123					
224184_s_at	BOC					
224182_x_at	SEMA6B					
224181_at	LINC00470					
224180_x_at	WDPCP					
224179_s_at	MIOX					
224178_s_at	SOX6					
224177_s_at	PBDC1					
224176_s_at	AXIN2					
224174_at	TTTY11					
224173_s_at	MRPL30					
224171_at	LSM14B					
224170_s_at	TULP4					
224169_at	NPFFR2					
224168_at	TXNDC2					
224167_at	SPZ1					
224166_at	SLC25A2					
224165_s_at	IQCH					
224164_at	TPM3					
224163_s_at	DMAP1					
224162_s_at	FBXO31					
224160_s_at	ACAD9					
224159_x_at	TRIM4					
224158_s_at	TRIQK					
224629_at	LMAN1					
224628_at	ERLEC1					
224627_at	GBA2					
224626_at	SLC35A4					
224624_at	LRRC8A					
224622_at	TBC1D14					
224621_at	MAPK1					
224620_at	MAPK1					
224619_at	CASC4					
224618_at	PTBP3					
224617_at	PTBP3					
224616_at	DYNC1LI2					
224615_x_at	HM13					
224614_at	DYNC1LI2					
224613_s_at	DNAJC5					
224612_s_at	DNAJC5					
224611_s_at	DNAJC5					
224609_at	SLC44A2					
224608_s_at	VPS25					
224607_s_at	SRP68					
224606_at	KLF6					
224605_at	C4orf3					
224604_at	C4orf3					
224602_at	C4orf3					
224600_at	CGGBP1					
224599_at	CGGBP1					
224598_at	MGAT4B					
224597_at	NORAD					
